credential_code,STEM_ind,similar_credential_code,similar_STEM_ind,similarity,similarity_group
BIOL-45-1-5,1,OCEAN-0-1-5,1,0.8610653281211853,Mid
BIOL-45-1-5,1,AFS-0-1-5,1,0.8605914115905762,Low
BIOL-45-1-5,1,ENV H-9-1-5,1,0.8592504262924194,Low
BIOL-45-1-5,1,PH-0-1-5,0,0.8591147065162659,Low
BIOL-45-1-5,1,MICRO-0-1-5,1,0.8541824221611023,Low
BIOL-45-1-5,1,ENVIR-0-1-1,1,0.8537067174911499,Low
BIOL-45-1-5,1,ENV E-0-1-6,1,0.8501489758491516,Low
BIOL-45-1-5,1,ESS-0-1-1,1,0.8462598323822021,Very Low
BIOL-5-1-1,1,MICRO-0-1-5,1,0.8852959275245667,High
BIOL-5-1-1,1,MARBIO-0-1-5,1,0.8720815777778625,Mid
BIOL-5-1-1,1,NEUSCI-0-1-5,1,0.86745685338974,Mid
BIOL-5-1-1,1,BIOCHM-0-1-1,1,0.8602048754692078,Low
BIOL-5-1-1,1,PH-10-1-5,0,0.855827808380127,Low
BIOL-5-1-1,1,PH-30-1-5,0,0.8557784557342529,Low
BIOL-5-1-1,1,PH-0-1-5,0,0.8533506989479065,Low
BIOL-5-1-1,1,PSYCH-0-1-1,1,0.8442133665084839,Very Low
BSE-0-1-5,1,BIOEN-80-1-6,1,0.8775423765182495,Mid
BSE-0-1-5,1,ENV E-0-1-6,1,0.8725916743278503,Mid
BSE-0-1-5,1,BIOEN-0-1-6,1,0.8719947338104248,Mid
BSE-0-1-5,1,BIOEN-40-1-6,1,0.8679154515266418,Mid
BSE-0-1-5,1,BIOEN-60-1-6,1,0.866132915019989,Mid
BSE-0-1-5,1,MS E-0-1-6,1,0.8640764951705933,Mid
BSE-0-1-5,1,CHEM E-0-1-6,1,0.8599936366081238,Low
BSE-0-1-5,1,INT EN-0-1-5,1,0.8591710925102234,Low
BSE-0-1-5,1,CHEM E-5-1-6,1,0.8544357419013977,Low
BSE-0-1-5,1,ESRM-0-1-5,1,0.840859591960907,Very Low
BSE-0-1-5,1,IND E-0-1-6,1,0.8390918970108032,Very Low
BSE-0-1-5,1,M E-0-1-6,1,0.8341520428657532,Very Low
BSE-0-1-5,1,CIV E-0-1-6,1,0.8268721103668213,Very Low
BSE-10-1-5,1,BIOEN-80-1-6,1,0.8726586699485779,Mid
BSE-10-1-5,1,BIOEN-40-1-6,1,0.8699613809585571,Mid
BSE-10-1-5,1,ENV E-0-1-6,1,0.8691665530204773,Mid
BSE-10-1-5,1,BIOEN-0-1-6,1,0.8672968149185181,Mid
BSE-10-1-5,1,BIOEN-60-1-6,1,0.8664137721061707,Mid
BSE-10-1-5,1,INT EN-0-1-5,1,0.8615958094596863,Mid
BSE-10-1-5,1,CHEM E-0-1-6,1,0.8599709868431091,Low
BSE-10-1-5,1,MS E-0-1-6,1,0.8583797216415405,Low
BSE-10-1-5,1,CHEM E-5-1-6,1,0.8540739417076111,Low
BSE-10-1-5,1,ESRM-0-1-5,1,0.8439831137657166,Very Low
BSE-10-1-5,1,IND E-0-1-6,1,0.84372878074646,Very Low
BSE-10-1-5,1,BIOCHM-0-1-5,1,0.8330590128898621,Very Low
C LIT-30-1-1,0,CMS-0-1-1,0,0.9254724979400636,High
C LIT-30-1-1,0,ENGL-0-1-1,0,0.8966575860977173,High
C LIT-30-1-1,0,GERMAN-01-1-1,0,0.8912554383277893,High
C LIT-30-1-1,0,GERMAN-0-1-1,0,0.8900054097175598,High
C LIT-30-1-1,0,GLITS-0-1-1,0,0.8825482130050659,High
C LIT-30-1-1,0,ENGL-20-1-1,0,0.8746563792228699,Mid
C LIT-30-1-1,0,SISLA-0-1-1,0,0.8735280632972717,Mid
C LIT-30-1-1,0,ITAL-0-1-1,0,0.8733730316162109,Mid
C LIT-30-1-1,0,RELIG-0-1-1,0,0.8721407651901245,Mid
C LIT-30-1-1,0,SISA-0-1-1,0,0.8679580688476562,Mid
C LIT-30-1-1,0,CHID-0-1-1,0,0.8549929857254028,Low
C LIT-30-1-1,0,SWED-0-1-1,0,0.8547717332839966,Low
C SCI-0-1-5,1,CMP E-0-1-6,1,0.9775225520133972,High
C SCI-0-1-5,1,ECENG-0-1-6,1,0.8872734904289246,High
C SCI-0-1-5,1,ACMS-30-1-5,1,0.8805685043334961,High
C SCI-0-1-5,1,ACMS-10-1-5,1,0.879917562007904,Mid
C SCI-0-1-5,1,ACMS-40-1-5,1,0.8796125650405884,Mid
C SCI-0-1-5,1,ACMS-50-1-5,1,0.8788750171661377,Mid
C SCI-0-1-5,1,ACMS-0-1-5,1,0.8781614303588867,Mid
C SCI-0-1-5,1,ACMS-80-1-5,1,0.8760464787483215,Mid
C SCI-0-1-5,1,INT EN-0-1-6,1,0.876028299331665,Mid
C SCI-0-1-5,1,STAT-0-1-5,1,0.8547937273979187,Low
C SCI-0-1-5,1,E E-0-1-6,1,0.8545700311660767,Low
C SCI-0-1-5,1,INFO-0-1-6,1,0.8538857102394104,Low
C SCI-0-1-5,1,AMATH-0-1-5,1,0.8445455431938171,Very Low
C SCI-0-1-5,1,MATH-0-1-1,1,0.837705671787262,Very Low
C SCI-10-1-5,1,CMP E-0-1-6,1,0.974669873714447,High
C SCI-10-1-5,1,ECENG-0-1-6,1,0.8869786262512207,High
C SCI-10-1-5,1,ACMS-30-1-5,1,0.8816262483596802,High
C SCI-10-1-5,1,INT EN-0-1-6,1,0.8813542127609253,High
C SCI-10-1-5,1,ACMS-50-1-5,1,0.8806960582733154,High
C SCI-10-1-5,1,ACMS-10-1-5,1,0.8805278539657593,High
C SCI-10-1-5,1,ACMS-40-1-5,1,0.8804226517677307,High
C SCI-10-1-5,1,ACMS-0-1-5,1,0.8802005052566528,Mid
C SCI-10-1-5,1,INFO-40-1-6,1,0.8789095878601074,Mid
C SCI-10-1-5,1,ACMS-80-1-5,1,0.8780813217163086,Mid
C SCI-10-1-5,1,INFO-0-1-6,1,0.8602830171585083,Low
C SCI-10-1-5,1,STAT-0-1-5,1,0.8591132164001465,Low
C SCI-10-1-5,1,E E-0-1-6,1,0.8542687892913818,Low
C SCI-10-1-5,1,AMATH-0-1-5,1,0.8468948602676392,Low
C SCI-10-1-5,1,HCDE-0-1-6,1,0.8399189114570618,Very Low
CEP-0-1-1,0,ENVIR-0-1-1,1,0.9002285599708557,High
CEP-0-1-1,0,ECO-0-1-1,0,0.8903958797454834,High
CEP-0-1-1,0,EDST-20-1-1,0,0.8675968050956726,Mid
CEP-0-1-1,0,ESRM-20-1-5,1,0.8629945516586304,Mid
CEP-0-1-1,0,EDST-40-1-1,0,0.8608628511428833,Mid
CEP-0-1-1,0,ESRM-30-1-5,1,0.8600471615791321,Low
CEP-0-1-1,0,EDST-50-1-1,0,0.8540191650390625,Low
CEP-0-1-1,0,EDST-60-1-1,0,0.8531808853149414,Low
CEP-0-1-1,0,ENV E-0-1-6,1,0.8488301634788513,Low
CEP-0-1-1,0,SOC WF-0-1-1,0,0.8471115231513977,Low
CEP-0-1-1,0,L ARCH-0-1-7,0,0.8467377424240112,Very Low
CEP-0-1-1,0,CIV E-0-1-6,1,0.8461602926254272,Very Low
CEP-0-1-1,0,ESRM-0-1-5,1,0.8457654118537903,Very Low
CEP-0-1-1,0,EDST-0-1-1,0,0.8451060652732849,Very Low
CEP-0-1-1,0,ARCH-0-1-1,0,0.8403998017311096,Very Low
CEP-0-1-1,0,CHID-0-1-1,0,0.8395371437072754,Very Low
CFRM-1-1-5,1,AMATH-30-1-5,1,0.9272240400314332,High
CFRM-1-1-5,1,AMATH-0-1-5,1,0.9269665479660034,High
CFRM-1-1-5,1,ACMS-70-1-5,1,0.9193207025527954,High
CFRM-1-1-5,1,ACMS-0-1-5,1,0.9140875339508056,High
CFRM-1-1-5,1,ACMS-50-1-5,1,0.9110172986984252,High
CFRM-1-1-5,1,ACMS-80-1-5,1,0.9107826948165894,High
CFRM-1-1-5,1,ACMS-30-1-5,1,0.9092198610305786,High
CFRM-1-1-5,1,ACMS-10-1-5,1,0.9085527062416076,High
CFRM-1-1-5,1,ACMS-20-1-5,1,0.9081000089645386,High
CFRM-1-1-5,1,ACMS-40-1-5,1,0.9006003737449646,High
CFRM-1-1-5,1,STAT-0-1-5,1,0.8695724606513977,Mid
CFRM-1-1-5,1,MATH-0-1-5,1,0.8618926405906677,Mid
CFRM-1-1-5,1,ATM S-0-1-5,1,0.8617397546768188,Mid
CFRM-1-1-5,1,ECON-0-1-1,1,0.850214958190918,Low
CFRM-1-1-5,1,INT EN-0-1-5,1,0.8362299203872681,Very Low
CFRM-30-1-5,1,ACMS-70-1-5,1,0.922931969165802,High
CFRM-30-1-5,1,AMATH-30-1-5,1,0.9216705560684204,High
CFRM-30-1-5,1,AMATH-0-1-5,1,0.9213233590126038,High
CFRM-30-1-5,1,ACMS-0-1-5,1,0.9173057079315186,High
CFRM-30-1-5,1,ACMS-80-1-5,1,0.9145114421844482,High
CFRM-30-1-5,1,ACMS-50-1-5,1,0.9142884612083436,High
CFRM-30-1-5,1,ACMS-30-1-5,1,0.9125826358795166,High
CFRM-30-1-5,1,ACMS-10-1-5,1,0.9124222993850708,High
CFRM-30-1-5,1,ACMS-20-1-5,1,0.9106058478355408,High
CFRM-30-1-5,1,ACMS-40-1-5,1,0.9066486954689026,High
CFRM-30-1-5,1,STAT-0-1-5,1,0.871373176574707,Mid
CFRM-30-1-5,1,MATH-0-1-5,1,0.8609543442726135,Mid
CFRM-30-1-5,1,ATM S-0-1-5,1,0.8605741858482361,Low
CFRM-30-1-5,1,ECON-0-1-1,1,0.853528618812561,Low
CFRM-30-1-5,1,INT EN-0-1-5,1,0.8368889689445496,Very Low
CHEM E-0-1-6,1,M E-0-1-6,1,0.9206294417381288,High
CHEM E-0-1-6,1,M E-5-1-6,1,0.9180057048797609,High
CHEM E-0-1-6,1,M E-60-1-6,1,0.9036446809768676,High
CHEM E-0-1-6,1,MS E-0-1-6,1,0.8888260722160339,High
CHEM E-0-1-6,1,BIOEN-80-1-6,1,0.8861449956893921,High
CHEM E-0-1-6,1,MS E-70-1-6,1,0.8841846585273743,High
CHEM E-0-1-6,1,ENV E-0-1-6,1,0.8792705535888672,Mid
CHEM E-0-1-6,1,BIOEN-0-1-6,1,0.8777549862861633,Mid
CHEM E-0-1-6,1,CHEM-0-1-1,1,0.8773332834243774,Mid
CHEM E-0-1-6,1,IND E-0-1-6,1,0.8714513778686523,Mid
CHEM E-0-1-6,1,CIV E-0-1-6,1,0.8695061206817627,Mid
CHEM E-0-1-6,1,BSE-0-1-5,1,0.8590486645698547,Low
CHEM E-0-1-6,1,BIOCHM-0-1-5,1,0.8583064675331116,Low
CHEM E-5-1-6,1,M E-0-1-6,1,0.9220941662788392,High
CHEM E-5-1-6,1,M E-5-1-6,1,0.918110728263855,High
CHEM E-5-1-6,1,M E-60-1-6,1,0.9016645550727844,High
CHEM E-5-1-6,1,MS E-0-1-6,1,0.8913158774375916,High
CHEM E-5-1-6,1,BIOEN-80-1-6,1,0.8888716697692871,High
CHEM E-5-1-6,1,MS E-70-1-6,1,0.8873526453971863,High
CHEM E-5-1-6,1,CHEM-0-1-1,1,0.8852130770683289,High
CHEM E-5-1-6,1,BIOEN-0-1-6,1,0.8814544677734375,High
CHEM E-5-1-6,1,CHEM-10-1-5,1,0.8793240785598755,Mid
CHEM E-5-1-6,1,ENV E-0-1-6,1,0.8790746927261353,Mid
CHEM E-5-1-6,1,CIV E-0-1-6,1,0.8722966909408569,Mid
CHEM E-5-1-6,1,BIOCHM-0-1-5,1,0.864499568939209,Mid
CHEM E-5-1-6,1,IND E-0-1-6,1,0.864005982875824,Mid
CHEM-0-1-1,1,BIOCHM-0-1-1,1,0.910068154335022,High
CHEM-0-1-1,1,CHEM E-5-1-6,1,0.88481605052948,High
CHEM-0-1-1,1,ATM S-3-1-5,1,0.8836260437965393,High
CHEM-0-1-1,1,CHEM E-0-1-6,1,0.8776635527610779,Mid
CHEM-0-1-1,1,ATM S-0-1-5,1,0.8394227027893066,Very Low
CHEM-0-1-1,1,PHYS-0-1-5,1,0.8391427397727966,Very Low
CHEM-10-1-5,1,BIOCHM-0-1-5,1,0.9116434454917908,High
CHEM-10-1-5,1,ATM S-3-1-5,1,0.8856422305107117,High
CHEM-10-1-5,1,CHEM E-5-1-6,1,0.8793240785598755,Mid
CHEM-10-1-5,1,CHEM E-0-1-6,1,0.8738488554954529,Mid
CHEM-10-1-5,1,PHYS-2-1-5,1,0.86604243516922,Mid
CHEM-10-1-5,1,PHYS-3-1-5,1,0.8648777008056641,Mid
CHEM-10-1-5,1,BIOL-30-1-5,1,0.8593044877052307,Low
CHEM-10-1-5,1,PHYS-4-1-5,1,0.856909990310669,Low
CHEM-10-1-5,1,BIOL-15-1-5,1,0.8533146977424622,Low
CHEM-10-1-5,1,PHYS-0-1-5,1,0.8528915047645569,Low
CHEM-10-1-5,1,ATM S-0-1-5,1,0.8411810994148254,Very Low
CHEM-10-1-5,1,MS E-0-1-6,1,0.8269293308258057,Very Low
CHEM-10-1-5,1,OCEAN-0-1-1,1,0.8266334533691406,Very Low
CHEM-10-1-5,1,MICRO-0-1-5,1,0.8264832496643066,Very Low
CHEM-10-1-5,1,BIOEN-0-1-6,1,0.8262180089950562,Very Low
CHID-0-1-1,0,INDIV-0-1-1,0,0.8818376064300537,High
CHID-0-1-1,0,RELIG-0-1-1,0,0.8808518648147583,High
CHID-0-1-1,0,HIST-30-1-1,0,0.880221962928772,Mid
CHID-0-1-1,0,HIST-0-1-1,0,0.8786874413490295,Mid
CHID-0-1-1,0,HIST-50-1-1,0,0.8781552910804749,Mid
CHID-0-1-1,0,HIST-60-1-1,0,0.8756229877471924,Mid
CHID-0-1-1,0,EDST-50-1-1,0,0.8748224377632141,Mid
CHID-0-1-1,0,SIS-0-1-1,0,0.8716259002685547,Mid
CHID-0-1-1,0,EDST-20-1-1,0,0.8676572442054749,Mid
CHID-0-1-1,0,EDST-0-1-1,0,0.8659486174583435,Mid
CHID-0-1-1,0,SISLA-0-1-1,0,0.8658069372177124,Mid
CHID-0-1-1,0,ECO-0-1-1,0,0.8644918203353882,Mid
CHID-0-1-1,0,PHIL-0-1-1,0,0.8626552820205688,Mid
CHID-0-1-1,0,GERMAN-0-1-1,0,0.8582751750946045,Low
CHIN-0-1-1,0,KOREAN-0-1-1,0,0.9316604137420654,High
CHIN-0-1-1,0,ASIALC-0-1-1,0,0.9312934279441832,High
CHIN-0-1-1,0,JAPAN-0-1-1,0,0.924923837184906,High
CHIN-0-1-1,0,ENGL-0-1-1,0,0.8997012972831726,High
CHIN-0-1-1,0,ENGL-20-1-1,0,0.8959084749221802,High
CHIN-0-1-1,0,GREEK-0-1-1,0,0.8621126413345337,Mid
CHIN-0-1-1,0,EDST-50-1-1,0,0.8581851720809937,Low
CHIN-0-1-1,0,GERMAN-0-1-1,0,0.8555696606636047,Low
CHIN-0-1-1,0,SPAN-0-1-1,0,0.8548813462257385,Low
CHIN-0-1-1,0,HIST-60-1-1,0,0.8543550968170166,Low
CHIN-0-1-1,0,RUSS-0-1-1,0,0.8531637191772461,Low
CHIN-0-1-1,0,SISA-0-1-1,0,0.84952312707901,Low
CHIN-0-1-1,0,GLITS-0-1-1,0,0.8483835458755493,Low
CIV E-0-1-6,1,ENV E-0-1-6,1,0.9197612404823304,High
CIV E-0-1-6,1,M E-60-1-6,1,0.8825705647468567,High
CIV E-0-1-6,1,M E-0-1-6,1,0.8774914741516113,Mid
CIV E-0-1-6,1,CM-50-1-6,1,0.8760061264038086,Mid
CIV E-0-1-6,1,CM-0-1-6,1,0.8757095336914062,Mid
CIV E-0-1-6,1,CHEM E-5-1-6,1,0.873029887676239,Mid
CIV E-0-1-6,1,CHEM E-0-1-6,1,0.8702344298362732,Mid
CIV E-0-1-6,1,M E-5-1-6,1,0.8668984770774841,Mid
CIV E-0-1-6,1,IND E-20-1-6,1,0.8556944727897644,Low
CIV E-0-1-6,1,E E-0-1-6,1,0.854623019695282,Low
CIV E-0-1-6,1,IND E-0-1-6,1,0.8539055585861206,Low
CIV E-0-1-6,1,ENVIR-0-1-1,1,0.8493098020553589,Low
CIV E-0-1-6,1,INT EN-0-1-6,1,0.8483102917671204,Low
CIV E-0-1-6,1,MS E-0-1-6,1,0.8482439517974854,Low
CL ST-0-1-1,0,GREEK-0-1-1,0,0.9625304937362672,High
CL ST-0-1-1,0,CLAS-0-1-1,0,0.9471321105957032,High
CL ST-0-1-1,0,LATIN-0-1-1,0,0.916569173336029,High
CL ST-0-1-1,0,ENGL-0-1-1,0,0.8510544300079346,Low
CL ST-0-1-1,0,SPAN-0-1-1,0,0.8482298851013184,Low
CL ST-0-1-1,0,MELC-20-1-1,0,0.8480534553527832,Low
CL ST-0-1-1,0,ENGL-20-1-1,0,0.8469322919845581,Low
CL ST-0-1-1,0,GERMAN-0-1-1,0,0.8468512892723083,Very Low
CL ST-0-1-1,0,GERMAN-01-1-1,0,0.846331775188446,Very Low
CL ST-0-1-1,0,SISLA-0-1-1,0,0.8442267775535583,Very Low
CL ST-0-1-1,0,NORW-0-1-1,0,0.8441833257675171,Very Low
CL ST-0-1-1,0,GLITS-0-1-1,0,0.8431524038314819,Very Low
CL ST-0-1-1,0,ROM LI-0-1-1,0,0.8414268493652344,Very Low
CLAS-0-1-1,0,GREEK-0-1-1,0,0.9500622749328612,High
CLAS-0-1-1,0,CL ST-0-1-1,0,0.9475666284561156,High
CLAS-0-1-1,0,LATIN-0-1-1,0,0.942087471485138,High
CLAS-0-1-1,0,ENGL-20-1-1,0,0.85170978307724,Low
CLAS-0-1-1,0,ENGL-0-1-1,0,0.8469225168228149,Low
CLAS-0-1-1,0,GERMAN-0-1-1,0,0.845607578754425,Very Low
CLAS-0-1-1,0,RUSS-0-1-1,0,0.8431239128112793,Very Low
CLAS-0-1-1,0,CHIN-0-1-1,0,0.8415923714637756,Very Low
CLAS-0-1-1,0,GLITS-0-1-1,0,0.8410941958427429,Very Low
CLAS-0-1-1,0,GERMAN-1-1-1,0,0.8398792743682861,Very Low
CLAS-0-1-1,0,SPAN-0-1-1,0,0.8397510647773743,Very Low
CLAS-0-1-1,0,KOREAN-0-1-1,0,0.8373156189918518,Very Low
CM-0-1-6,1,CIV E-0-1-6,1,0.8754947185516357,Mid
CM-0-1-6,1,ARCHST-0-1-1,0,0.8724636435508728,Mid
CM-0-1-6,1,ARCHST-50-1-1,0,0.8719690442085266,Mid
CM-0-1-6,1,ARCH-0-1-1,0,0.8476145267486572,Low
CM-0-1-6,1,M E-60-1-6,1,0.846970796585083,Low
CM-0-1-6,1,ARCH-10-1-1,0,0.845453679561615,Very Low
CM-0-1-6,1,M E-0-1-6,1,0.8391455411911011,Very Low
CM-0-1-6,1,IND E-0-1-6,1,0.8336846828460693,Very Low
CM-0-1-6,1,DESIGN-25-1-7,0,0.8293831944465637,Very Low
CM-0-1-6,1,IND E-20-1-6,1,0.8287712931632996,Very Low
CM-0-1-6,1,ECENG-0-1-6,1,0.8218347430229187,Very Low
CM-0-1-6,1,L ARCH-0-1-7,0,0.8216477036476135,Very Low
CM-0-1-6,1,R E-0-1-5,1,0.8137259483337402,Very Low
CM-0-1-6,1,CEP-0-1-1,0,0.812603235244751,Very Low
CM-0-1-6,1,ENV E-0-1-6,1,0.8116908073425293,Very Low
CM-50-1-6,1,CIV E-0-1-6,1,0.8771049380302429,Mid
CM-50-1-6,1,ARCHST-50-1-1,0,0.8704788684844971,Mid
CM-50-1-6,1,ARCHST-0-1-1,0,0.8653894662857056,Mid
CM-50-1-6,1,ARCH-0-1-1,0,0.8448883295059204,Very Low
CM-50-1-6,1,ARCH-10-1-1,0,0.8424897789955139,Very Low
CM-50-1-6,1,M E-60-1-6,1,0.8365969657897949,Very Low
CM-50-1-6,1,DESIGN-25-1-7,0,0.8324163556098938,Very Low
CM-50-1-6,1,IND E-0-1-6,1,0.830879807472229,Very Low
CM-50-1-6,1,ECENG-0-1-6,1,0.8260301351547241,Very Low
CM-50-1-6,1,IND E-20-1-6,1,0.8258260488510132,Very Low
CM-50-1-6,1,M E-0-1-6,1,0.8257895112037659,Very Low
CM-50-1-6,1,CEP-0-1-1,0,0.8203314542770386,Very Low
CM-50-1-6,1,L ARCH-0-1-7,0,0.8183185458183289,Very Low
CM-50-1-6,1,R E-0-1-5,1,0.81568843126297,Very Low
CM-50-1-6,1,E E-0-1-6,1,0.8127668499946594,Very Low
CMP E-0-1-6,1,C SCI-0-1-5,1,0.9794716835021972,High
CMP E-0-1-6,1,C SCI-10-1-5,1,0.974581241607666,High
CMP E-0-1-6,1,ECENG-0-1-6,1,0.9152735471725464,High
CMP E-0-1-6,1,E E-0-1-6,1,0.8882297277450562,High
CMP E-0-1-6,1,INT EN-0-1-5,1,0.8678485751152039,Mid
CMP E-0-1-6,1,ACMS-10-1-5,1,0.8654690384864807,Mid
CMP E-0-1-6,1,ACMS-0-1-5,1,0.8641896843910217,Mid
CMP E-0-1-6,1,ACMS-40-1-5,1,0.8638290762901306,Mid
CMP E-0-1-6,1,ACMS-30-1-5,1,0.863149881362915,Mid
CMP E-0-1-6,1,STAT-0-1-5,1,0.8364802002906799,Very Low
CMP E-0-1-6,1,INFO-0-1-6,1,0.832747220993042,Very Low
CMP E-0-1-6,1,M E-0-1-6,1,0.8326342701911926,Very Low
CMP E-0-1-6,1,IND E-0-1-6,1,0.8323267698287964,Very Low
CMS-0-1-1,0,C LIT-30-1-1,0,0.9228156805038452,High
CMS-0-1-1,0,ART-95-1-4,0,0.8633568286895752,Mid
CMS-0-1-1,0,DRAMA-0-1-1,0,0.8554915189743042,Low
CMS-0-1-1,0,DRAMA-60-1-1,0,0.8550496101379395,Low
CMS-0-1-1,0,DRAMA-70-1-1,0,0.8517815470695496,Low
CMS-0-1-1,0,GERMAN-0-1-1,0,0.8515257835388184,Low
CMS-0-1-1,0,GERMAN-01-1-1,0,0.8495611548423767,Low
CMS-0-1-1,0,SISA-0-1-1,0,0.8424906134605408,Very Low
CMS-0-1-1,0,WOMEN-0-1-1,0,0.8394200801849365,Very Low
CMS-0-1-1,0,ENGL-0-1-1,0,0.8365453481674194,Very Low
CMS-0-1-1,0,SWED-0-1-1,0,0.8354124426841736,Very Low
CMS-0-1-1,0,GLITS-0-1-1,0,0.835000216960907,Very Low
CMS-0-1-1,0,SISLA-0-1-1,0,0.8349181413650513,Very Low
CMS-0-1-1,0,COM-0-1-1,0,0.8301769495010376,Very Low
CMS-0-1-1,0,ITAL-0-1-1,0,0.8299469351768494,Very Low
COM-0-1-1,0,EDST-50-1-1,0,0.8905481100082397,High
COM-0-1-1,0,ENGL-0-1-1,0,0.8730599284172058,Mid
COM-0-1-1,0,GLITS-0-1-1,0,0.8696809411048889,Mid
COM-0-1-1,0,EDST-60-1-1,0,0.8681120872497559,Mid
COM-0-1-1,0,EDST-0-1-1,0,0.8665724396705627,Mid
COM-0-1-1,0,EDST-40-1-1,0,0.8613597750663757,Mid
COM-0-1-1,0,HIST-60-1-1,0,0.8605865240097046,Low
COM-0-1-1,0,POL S-80-1-1,0,0.8599689602851868,Low
COM-0-1-1,0,HIST-30-1-1,0,0.8573896884918213,Low
COM-0-1-1,0,ECO-0-1-1,0,0.8572862148284912,Low
COM-0-1-1,0,POL S-0-1-1,0,0.8572661876678467,Low
COM-0-1-1,0,HIST-0-1-1,0,0.857231080532074,Low
COM-0-1-1,0,ENGL-20-1-1,0,0.8566611409187317,Low
COM-0-1-1,0,SOC-0-1-1,0,0.8559765815734863,Low
COM-0-1-1,0,KOREAN-0-1-1,0,0.8541715145111084,Low
COM-0-1-1,0,PSYCH-0-1-1,1,0.8531674146652222,Low
COM-30-1-1,0,EDST-50-1-1,0,0.869742751121521,Mid
COM-30-1-1,0,ENGL-0-1-1,0,0.867940366268158,Mid
COM-30-1-1,0,ENGL-20-1-1,0,0.8661878108978271,Mid
COM-30-1-1,0,HIST-60-1-1,0,0.8604136109352112,Low
COM-30-1-1,0,GLITS-0-1-1,0,0.8596447706222534,Low
COM-30-1-1,0,HIST-30-1-1,0,0.8561343550682068,Low
COM-30-1-1,0,HIST-50-1-1,0,0.8556889295578003,Low
COM-30-1-1,0,HIST-0-1-1,0,0.8554978370666504,Low
COM-30-1-1,0,ECO-0-1-1,0,0.8531959652900696,Low
COM-30-1-1,0,POL S-0-1-1,0,0.8514618277549744,Low
COM-30-1-1,0,POL S-80-1-1,0,0.851098895072937,Low
COM-30-1-1,0,EDST-0-1-1,0,0.8505732417106628,Low
COM-30-1-1,0,PSYCH-0-1-5,1,0.8487043380737305,Low
COM-30-1-1,0,SIS-0-1-1,0,0.8478826284408569,Low
COM-30-1-1,0,KOREAN-0-1-1,0,0.847288966178894,Low
DANCE-0-1-1,0,WOMEN-0-1-1,0,0.8728947639465332,Mid
DANCE-0-1-1,0,DRAMA-70-1-1,0,0.8541741371154785,Low
DANCE-0-1-1,0,DRAMA-0-1-1,0,0.8540944457054138,Low
DANCE-0-1-1,0,DRAMA-60-1-1,0,0.852968692779541,Low
DANCE-0-1-1,0,MUSAP-31-1-7,0,0.8434673547744751,Very Low
DANCE-0-1-1,0,MUSIC-40-1-1,0,0.8415012955665588,Very Low
DANCE-0-1-1,0,MUSIC-30-1-1,0,0.8405321836471558,Very Low
DANCE-0-1-1,0,ART-95-1-4,0,0.8388930559158325,Very Low
DANCE-0-1-1,0,ART-0-1-1,0,0.8294618725776672,Very Low
DANCE-0-1-1,0,ECO-0-1-1,0,0.8276404738426208,Very Low
DANCE-0-1-1,0,INDIV-0-1-1,0,0.8272727727890015,Very Low
DANCE-0-1-1,0,ARCH-0-1-1,0,0.8186947107315063,Very Low
DANCE-0-1-1,0,MUSIC-0-1-8,0,0.8181154727935791,Very Low
DANISH-0-1-1,0,NORW-0-1-1,0,0.9325761795043944,High
DANISH-0-1-1,0,SWED-0-1-1,0,0.9288331270217896,High
DANISH-0-1-1,0,SCAN A-0-1-1,0,0.9204698801040648,High
DANISH-0-1-1,0,FINN-0-1-1,0,0.9104386568069458,High
DANISH-0-1-1,0,GERMAN-1-1-1,0,0.8628072142601013,Mid
DANISH-0-1-1,0,GERMAN-0-1-1,0,0.8600538969039917,Low
DANISH-0-1-1,0,HIST-30-1-1,0,0.8552660346031189,Low
DANISH-0-1-1,0,EURO-0-1-1,0,0.8525307178497314,Low
DANISH-0-1-1,0,ENGL-0-1-1,0,0.852084755897522,Low
DANISH-0-1-1,0,HIST-0-1-1,0,0.8477352261543274,Low
DANISH-0-1-1,0,CHID-0-1-1,0,0.8469593524932861,Low
DANISH-0-1-1,0,GREEK-0-1-1,0,0.8413245677947998,Very Low
DESIGN-0-1-7,0,HCDE-5-1-6,1,0.8876990675926208,High
DESIGN-0-1-7,0,HCDE-15-1-6,1,0.8866608142852783,High
DESIGN-0-1-7,0,ART-0-1-4,0,0.8860805630683899,High
DESIGN-0-1-7,0,HCDE-0-1-6,1,0.886010468006134,High
DESIGN-0-1-7,0,ART-95-1-4,0,0.8817178010940552,High
DESIGN-0-1-7,0,ART-2-1-1,0,0.8772869110107422,Mid
DESIGN-0-1-7,0,INFO-20-1-6,1,0.8650344014167786,Mid
DESIGN-0-1-7,0,ART-60-1-1,0,0.8631485104560852,Mid
DESIGN-0-1-7,0,INFO-0-1-6,1,0.8621611595153809,Mid
DESIGN-0-1-7,0,ARCH-0-1-1,0,0.8487106561660767,Low
DESIGN-0-1-7,0,ARCHST-0-1-1,0,0.8446688652038574,Very Low
DESIGN-0-1-7,0,L ARCH-0-1-7,0,0.8427825570106506,Very Low
DESIGN-0-1-7,0,ECO-0-1-1,0,0.8391957879066467,Very Low
DESIGN-0-1-7,0,E E-0-1-6,1,0.8359882235527039,Very Low
