"course_id","score"
"A A 101",0.546975282203656
"A A 210",-0.38193640318498
"A A 260",-0.709786383001676
"A A 299",0.114289010965382
"A A 301",2.87994618300893
"A A 302",1.54342431140495
"A A 310",1.75695904358842
"A A 311",2.51067529733716
"A A 312",2.37974951664104
"A A 320",1.7658359997337
"A A 322",2.82470273957216
"A A 331",2.12532227764132
"A A 332",2.3834242842949
"A A 395",0.791386462298006
"A A 405",-2.57210572400763
"A A 406",0.392167616999416
"A A 419",1.06483228770863
"A A 430",-0.462574164137291
"A A 447",1.15636085033425
"A A 448",-0.742666324000242
"A A 460",1.71539771585081
"A A 461",1.33843626683459
"A A 462",2.038191817899
"A A 470",1.71920667545635
"A A 490",-0.588562883254006
"A A 496",-1.23249793823276
"A A 498",1.81430600822291
"A A 499",0.294466591831921
"A S 101",0.928772012558641
"A S 102",1.49880567441475
"A S 103",1.94052310370687
"A S 211",0.103478512860206
"A S 212",0.258208201026856
"A S 213",0.982074087614136
"A S 250",1.66779261799555
"A S 333",1.31637993278804
"AAS 101",-0.134075258458332
"AAS 206",1.98882526349852
"AAS 210",0.396807017595842
"AAS 220",1.13817783523306
"AAS 250",0.281616687861973
"AAS 310",0.431584306132827
"AAS 320",-0.125076610361355
"AAS 330",2.0033898474269
"AAS 350",-0.426953935827652
"AAS 360",0.643221188411349
"AAS 370",0.384626926487549
"AAS 372",1.69745809175073
"AAS 392",-0.6811019837466
"AAS 395",0.643807327313318
"AAS 401",-0.554959178703464
"AAS 402",0.817891708628816
"AAS 405",0.545813181691043
"AAS 406",-0.778209718400045
"AAS 498",0.100471181832622
"ACADEM 197",2.30436408693158
"ACCTG 199",-1.12215021103009
"ACCTG 215",-2.74375769311413
"ACCTG 219",-2.39806081718328
"ACCTG 225",-1.3383283567007
"ACCTG 301",-0.00863361344260927
"ACCTG 302",-0.0798696020971752
"ACCTG 303",1.51929867343464
"ACCTG 311",0.228266812501197
"ACCTG 320",1.57478950392215
"ACCTG 321",1.13081032088044
"ACCTG 440",2.34561645779782
"ACCTG 450",-0.0938032972237588
"ACCTG 490",0.863449547829028
"ACCTG 495",0.513883455311049
"AES 150",0.801006963684135
"AES 151",0.0453762833178111
"AES 211",0.640291107788436
"AES 212",-0.953347619445944
"AES 322",0.574892312932845
"AES 333",-0.600740924415872
"AES 340",-0.56687888856703
"AES 380",1.08641386305912
"AES 389",-1.47083849105005
"AES 398",0.264651674789218
"AES 405",-0.182798265521555
"AES 440",-0.030341355432812
"AES 442",-0.0584594677496453
"AES 446",-0.702778765362416
"AES 461",-1.94153257169119
"AES 462",-1.54871797002781
"AES 489",0.843949958217878
"AES 490",0.184006136441131
"AES 494",4.50241410407458
"AES 498",1.1993651427816
"AES 499",0.413619384704146
"AFRAM 101",0.472142408986081
"AFRAM 150",0.355600535427744
"AFRAM 214",1.48260549771134
"AFRAM 220",0.598202087638635
"AFRAM 246",-1.07472834962348
"AFRAM 260",0.092040189518964
"AFRAM 272",-0.769005267611508
"AFRAM 315",-0.504291187282069
"AFRAM 318",1.0778904687187
"AFRAM 330",0.459395075864606
"AFRAM 334",0.304385139663244
"AFRAM 337",-0.332330248459941
"AFRAM 350",0.522006390699427
"AFRAM 358",0.433322596591158
"AFRAM 360",-2.20589402853895
"AFRAM 370",0.881205358290378
"AFRAM 404",0.470983487000721
"AFRAM 405",-1.14098413705754
"AFRAM 498",0.703242406378248
"AFRAM 499",-0.798689635699484
"AIS 102",0.492427405820768
"AIS 103",0.374182128065291
"AIS 170",-0.715065296697584
"AIS 202",-0.518167928710443
"AIS 203",1.07854510846698
"AIS 209",-0.356271359822201
"AIS 210",-1.37650884828885
"AIS 212",0.505763134305255
"AIS 270",1.11614329072642
"AIS 275",-1.05704278840342
"AIS 308",0.200564943774238
"AIS 310",0.212956213448097
"AIS 313",1.53006550895451
"AIS 314",0.742374360055161
"AIS 315",-1.17186571304063
"AIS 330",1.76385780720736
"AIS 335",0.85003341272114
"AIS 340",1.40474856071713
"AIS 350",1.11946885963909
"AIS 360",0.166808248391104
"AIS 375",-0.529820539651023
"AIS 377",-0.683685785998146
"AIS 379",-0.939583015234433
"AIS 380",0.476778292128742
"AIS 385",-2.02077342059326
"AIS 431",0.832416078878895
"AIS 440",0.265822699931931
"AIS 441",-1.10121372031929
"AIS 443",-0.671667717575089
"AIS 444",-0.303823394655709
"AIS 466",-0.147628447571414
"AIS 475",1.47216474701571
"AIS 480",-1.85546895167788
"AIS 492",0.170370578397638
"AMATH 301",-1.39126012305818
"AMATH 342",-2.31228289722621
"AMATH 351",-2.15661354353656
"AMATH 352",-1.22695290441126
"AMATH 353",-1.66434915840827
"AMATH 383",-1.38796065094364
"AMATH 401",0.116088383917966
"AMATH 402",-2.61265860632911
"AMATH 403",1.07004770144609
"AMATH 422",-0.335833454244967
"AMATH 423",-0.57007258251542
"AMATH 481",-2.13337211763443
"AMATH 482",-1.57711006071649
"AMATH 483",-2.00564347603091
"ANTH 101",0.903982628588277
"ANTH 203",-1.39291451845648
"ANTH 204",0.741184650662349
"ANTH 207",-0.553376557683385
"ANTH 208",0.0374456691102045
"ANTH 209",1.57222098156123
"ANTH 210",-1.21595749734288
"ANTH 211",0.640291107788436
"ANTH 213",2.29934299617575
"ANTH 215",0.179859491161136
"ANTH 228",-0.421816989116307
"ANTH 233",-1.18900025081996
"ANTH 235",-1.50601803280184
"ANTH 236",-1.37976566223703
"ANTH 269",0.0835934375065497
"ANTH 302",0.0514660511619596
"ANTH 303",-1.06173036591127
"ANTH 304",0.368377301598612
"ANTH 305",-0.366924645535666
"ANTH 306",1.00875501302819
"ANTH 308",-2.41247721946324
"ANTH 311",0.197020280374506
"ANTH 316",0.910782119527106
"ANTH 321",0.573145870613468
"ANTH 322",-0.685410924241199
"ANTH 323",-0.34215431106437
"ANTH 324",0.396227132374861
"ANTH 325",4.41868374285657
"ANTH 328",0.00863657539011875
"ANTH 328",-1.9657387401772
"ANTH 345",-1.63936775155459
"ANTH 352",-0.734595651663068
"ANTH 353",0.660236433872628
"ANTH 356",0.583045552166319
"ANTH 357",-0.876062714507201
"ANTH 360",-1.90838813134262
"ANTH 361",0.811854143243464
"ANTH 363",0.986504348692144
"ANTH 369",-0.532941808019804
"ANTH 373",-0.297616668731016
"ANTH 376",0.309632516957449
"ANTH 377",0.00309446722558082
"ANTH 378",-0.592611600761622
"ANTH 380",0.0648316577036301
"ANTH 399",0.788984410830318
"ANTH 401",0.300302137756918
"ANTH 407",0.539423036012209
"ANTH 408",-0.982474095200945
"ANTH 409",-0.546273898626237
"ANTH 410",-0.604004697652982
"ANTH 412",-0.229125535758717
"ANTH 413",-0.818545457450731
"ANTH 416",-1.58541060322319
"ANTH 422",-0.758043539421002
"ANTH 425",0.162055012047927
"ANTH 432",-1.10365501296111
"ANTH 439",1.5662454973635
"ANTH 443",1.52425840790204
"ANTH 444",0.699106737451758
"ANTH 448",-2.50777069958497
"ANTH 449",-1.13845278008131
"ANTH 450",-0.486723374677264
"ANTH 452",-0.77452023908772
"ANTH 453",-0.369062176176601
"ANTH 459",0.0135558638332842
"ANTH 460",-1.95525780374261
"ANTH 461",-1.29721746043489
"ANTH 464",-1.06998342787309
"ANTH 466",0.398546607601588
"ANTH 467",0.853078570398055
"ANTH 468",0.129861682199927
"ANTH 469",0.27577021786602
"ANTH 477",-1.59590980528423
"ANTH 478",0.281032202895291
"ANTH 479",-0.223119748150117
"ANTH 483",0.3131294371022
"ANTH 488",0.541165571755737
"ANTH 489",-1.47629566211995
"ANTH 490",-1.32595324307236
"ANTH 494",1.16992331872535
"ANTH 497",-0.63954052302125
"ANTH 499",0.0184686308682815
"ARAB 101",-1.10487780964949
"ARAB 102",1.32150289323956
"ARAB 103",0.196429312833843
"ARAB 105",-2.30618168029789
"ARAB 201",-0.479140803954362
"ARAB 202",-0.0471831494418842
"ARAB 203",0.592953317435291
"ARAB 205",-0.854303520656086
"ARAB 401",-0.579692535198546
"ARAB 403",0.0276628060469921
"ARAB 412",0.0763404926748006
"ARCH 100",-1.99085342823794
"ARCH 101",0.639705213530154
"ARCH 150",0.0215358388190987
"ARCH 151",-0.431368448930651
"ARCH 200",0.0799684693624023
"ARCH 201",-0.328832969945259
"ARCH 231",-0.868105618285433
"ARCH 251",0.270505250464544
"ARCH 300",1.30036979818962
"ARCH 305",0.590038393404779
"ARCH 315",1.62183646740062
"ARCH 320",1.34807729196068
"ARCH 321",2.76748045774038
"ARCH 322",1.62095068750962
"ARCH 331",1.23271306299564
"ARCH 332",1.25312339918004
"ARCH 350",0.0221489808899298
"ARCH 351",-1.77079893336445
"ARCH 352",-0.736385003617183
"ARCH 361",1.20557804370612
"ARCH 362",2.72314380504392
"ARCH 380",-1.96222686167451
"ARCH 401",1.74133314457389
"ARCH 410",1.28090329306585
"ARCH 413",0.97828185943477
"ARCH 415",0.112488965818103
"ARCH 418",-0.357688516397207
"ARCH 425",-0.520491924843197
"ARCH 430",0.971971890563368
"ARCH 431",2.64967510467827
"ARCH 435",0.996019832676939
"ARCH 436",0.75547832702049
"ARCH 439",0.906453658009063
"ARCH 441",0.123279235688884
